,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort,seed
317,843.0,581.39,394.538,0.09057135320495911,62.55,435223
318,878.0,511.45,438.14,0.1838607667105033,64.09,435223
319,890.0,481.74,366.07,0.30639297226084283,65.09,435223
320,876.0,526.3,933.898,0.1709106310885218,89.12,435223
321,723.0,809.35,153.752,0.3321923435018347,22.89,435223
322,895.0,486.43,421.365,0.2337768603077015,59.8,435223
323,876.0,580.31,618.594,0.30415525682515976,56.68,435223
324,832.0,562.41,407.787,0.109236011953735,71.28,435223
325,875.0,571.2,576.123,0.28638147231937217,65.94,435223
326,746.0,799.86,150.308,0.4000171181017342,23.0,435223
327,892.0,506.18,411.545,0.2761755347681998,60.88,435223
328,922.0,392.37,587.62,0.28427338880530567,96.02,435223
329,805.0,698.52,217.874,0.30548735194414056,36.97,435223
330,797.0,749.56,292.302,0.4025830795903204,35.49,435223
331,726.0,847.49,159.387,0.4424437219536919,18.78,435223
332,874.0,564.56,384.726,0.3457511346784703,59.96,435223
333,818.0,667.02,226.755,0.380257838126478,35.04,435223
334,846.0,611.82,291.944,0.29556118548278293,38.18,435223
335,619.0,910.46,173.878,0.21458386804814458,23.49,435223
336,739.0,782.92,130.787,0.36098880622765733,24.82,435223
337,832.0,619.04,267.334,0.25270512771562753,41.81,435223
338,813.0,714.4,310.084,0.36809309147380453,43.94,435223
339,914.0,458.46,945.936,0.19764997032282727,104.0,435223
340,769.0,718.52,259.424,0.19266760373065364,45.16,435223
341,917.0,425.79,867.159,0.23058567788962514,99.22,435223
342,801.0,735.93,263.0,0.34795156786941583,29.26,435223
343,879.0,521.64,395.093,0.3207289962021799,65.14,435223
344,800.0,736.19,310.758,0.38417333229789546,37.63,435223
345,609.0,913.97,201.82,0.23990921832606824,23.78,435223
346,885.0,513.17,972.29,0.15004597542045262,99.8,435223
347,782.0,723.48,121.596,0.3634581412383127,24.28,435223
348,749.0,774.21,128.28,0.3667520757200263,24.29,435223
349,761.0,776.16,152.842,0.3844023381845781,20.35,435223
350,748.0,703.71,428.223,0.0738256327842507,65.89,435223
351,801.0,752.59,269.786,0.42474948282691943,33.43,435223
352,746.0,782.96,121.126,0.369235153311296,18.88,435223
353,915.0,452.75,950.792,0.245193456954547,89.37,435223
354,867.0,551.78,236.123,0.28976402839984894,41.61,435223
355,895.0,488.33,424.432,0.22884794619623167,60.27,435223
356,798.0,653.58,253.278,0.1815922391107969,45.57,435223
357,887.0,468.32,388.828,0.16532899398965906,67.48,435223
358,775.0,735.18,116.384,0.35424270007079595,19.08,435223
359,730.0,784.34,129.275,0.2438484546360917,23.55,435223
360,707.0,859.26,157.757,0.4663112979872117,18.95,435223
361,773.0,749.84,296.693,0.3101270922133278,33.67,435223
362,905.0,486.84,812.089,0.32792112233886,80.36,435223
363,886.0,550.07,531.987,0.3249203619654385,57.37,435223
364,732.0,821.38,298.474,0.17421447858035224,38.74,435223
365,881.0,498.56,408.493,0.23507008096051682,61.53,435223
366,839.0,643.32,390.468,0.3721443913535801,61.24,435223
367,813.0,620.85,968.8,0.13092754240295224,83.88,435223
368,880.0,520.24,518.515,0.2098001022078374,57.73,435223
369,764.0,752.5,122.084,0.3390324268522054,23.49,435223
370,780.0,703.84,260.127,0.11670029088861782,42.29,435223
371,935.0,335.26,750.079,0.21471796408097774,96.74,435223
372,847.0,609.63,483.179,0.2800199177136879,57.68,435223
373,802.0,674.7,585.925,0.13153986353160915,60.69,435223
374,729.0,848.3,156.706,0.4838093727504545,21.06,435223
375,824.0,645.6,504.796,0.23488487859330137,58.67,435223
376,681.0,808.95,673.789,0.13725293933101274,63.37,435223
377,678.0,865.43,172.763,0.34007563647705563,22.29,435223
378,848.0,598.73,508.398,0.2189607844143317,57.71,435223
379,893.0,459.34,401.168,0.22432384766212612,61.55,435223
380,636.0,900.88,172.15,0.2840435055651314,22.74,435223
381,742.0,777.48,122.143,0.37096643985699457,20.91,435223
382,837.0,623.4,233.647,0.34025858157010236,41.98,435223
383,921.0,391.71,785.616,0.22872733620969152,88.33,435223
384,721.0,792.65,131.623,0.2854637349345544,22.6,435223
385,704.0,843.26,161.437,0.40539356744505844,19.57,435223
386,611.0,927.99,192.548,0.26563020900115397,23.08,435223
387,935.0,347.04,648.301,0.216629368922163,104.4,435223
388,831.0,634.81,291.447,0.28961395156282344,43.58,435223
389,640.0,869.38,329.401,0.18528900821225522,39.09,435223
390,697.0,855.13,169.944,0.38051025474544553,23.92,435223
391,848.0,594.23,248.944,0.32061708198592354,39.35,435223
392,932.0,364.89,631.413,0.249950934272158,104.06,435223
393,786.0,673.8,261.058,0.18039840018638606,46.5,435223
394,936.0,338.36,633.944,0.2425253563108475,94.21,435223
395,753.0,778.4,139.217,0.34874265317624326,20.28,435223
396,873.0,600.41,618.086,0.31719370597434227,61.75,435223
397,637.0,893.01,172.903,0.18026642340662438,28.43,435223
398,826.0,613.08,463.296,0.17225626567067903,77.81,435223
399,931.0,362.26,619.214,0.279648765046948,93.84,435223
0,947.0,300.54,750.182,0.18558026143062054,105.92,347541
1,904.0,481.19,497.035,0.31759279847936017,73.02,347541
2,919.0,372.93,759.668,0.07668939346552407,114.1,347541
3,821.0,646.92,257.408,0.19983559624705916,35.43,347541
4,927.0,386.75,748.101,0.29574553671194104,87.64,347541
5,920.0,422.64,489.434,0.224296532013318,66.72,347541
6,931.0,362.03,685.206,0.28415141725824583,107.7,347541
7,919.0,410.39,486.811,0.15298289685464583,70.57,347541
8,949.0,295.73,748.029,0.14769432318879888,109.98,347541
9,880.0,527.6,412.104,0.2974190351320938,62.6,347541
10,852.0,560.92,453.681,0.0731874442245761,80.66,347541
11,931.0,365.18,730.637,0.2817009970804837,103.32,347541
12,708.0,796.68,296.448,0.11759459271130931,42.01,347541
13,862.0,585.71,325.855,0.2754561680409482,39.49,347541
14,910.0,448.47,398.366,0.28325327921223736,73.47,347541
15,894.0,486.2,497.697,0.08559531574715956,63.88,347541
16,888.0,494.78,452.766,0.20976479455258984,61.99,347541
17,933.0,324.9,619.572,0.06086152767374779,95.35,347541
18,853.0,618.35,258.619,0.3679170805001655,30.13,347541
19,831.0,660.02,303.379,0.3637199064320688,43.73,347541
20,846.0,608.04,250.274,0.26670871669706153,37.23,347541
21,785.0,678.38,345.658,0.13394125390314088,44.8,347541
22,917.0,419.35,485.493,0.16210724135033347,65.76,347541
23,939.0,344.31,749.817,0.22973285707098656,90.41,347541
24,820.0,610.87,541.102,0.08455920818598422,75.96,347541
25,850.0,627.56,259.253,0.33598364681365067,35.28,347541
26,922.0,409.7,430.037,0.19879146425058863,61.54,347541
27,885.0,511.9,527.687,0.14796318263036984,67.49,347541
28,837.0,650.19,291.537,0.35329959004869094,43.29,347541
29,909.0,464.88,513.605,0.23976924922392423,67.33,347541
30,943.0,316.23,632.576,0.24325669892215326,115.04,347541
31,938.0,346.46,766.237,0.2353807591668876,108.0,347541
32,884.0,511.76,412.843,0.257807378223869,66.48,347541
33,698.0,790.74,395.73,0.125999360409338,45.7,347541
34,753.0,767.6,169.673,0.2842997240159696,23.59,347541
35,845.0,635.06,268.621,0.31280924646943614,37.39,347541
36,911.0,440.53,469.694,0.2705213060320974,69.74,347541
37,827.0,665.21,273.65,0.3430300283286119,43.34,347541
38,942.0,323.93,774.396,0.15197873657086627,113.93,347541
39,759.0,757.05,170.081,0.3003340906053722,24.59,347541
40,845.0,620.15,251.076,0.3122695044930768,36.71,347541
41,854.0,596.03,201.354,0.27917405125608347,34.56,347541
42,893.0,466.32,446.233,0.18430205494856092,71.28,347541
43,846.0,606.94,250.49,0.3057762519753692,33.18,347541
44,947.0,308.53,740.505,0.18251767570830732,102.8,347541
45,838.0,620.04,252.16,0.22552662457395095,39.01,347541
46,883.0,523.54,439.4,0.29920498353289593,65.99,347541
47,852.0,590.33,319.159,0.23819234281487967,44.74,347541
48,908.0,431.21,381.219,0.2798014376038923,57.58,347541
49,896.0,497.79,491.736,0.3211076693248973,55.88,347541
50,905.0,464.13,502.484,0.22816367566480672,67.91,347541
51,847.0,623.09,264.951,0.328146000790618,31.93,347541
52,827.0,679.75,300.2,0.3682853205590918,35.55,347541
53,937.0,340.56,623.97,0.2613011746503532,113.16,347541
54,923.0,394.3,391.043,0.25871267077741505,64.61,347541
55,585.0,919.44,199.372,0.12853222269724593,30.14,347541
56,728.0,779.87,150.325,0.27134110043371035,20.92,347541
57,671.0,842.81,195.137,0.2312131688536183,22.89,347541
58,874.0,533.28,524.83,0.14059144857977873,73.38,347541
59,916.0,437.02,467.464,0.27470654327193167,74.87,347541
60,773.0,753.36,145.603,0.339477570353859,22.38,347541
61,786.0,739.5,165.051,0.35117178732225146,21.6,347541
62,947.0,299.73,631.905,0.23970954019837767,106.32,347541
63,854.0,619.56,252.538,0.3376597968536435,34.02,347541
64,740.0,775.81,178.881,0.2752906824490651,23.83,347541
65,783.0,739.27,156.521,0.36101427567832667,22.31,347541
66,857.0,595.12,252.386,0.25760076166296414,32.0,347541
67,853.0,609.95,216.889,0.2678896528686357,37.05,347541
68,850.0,628.05,260.044,0.3437915801798925,37.16,347541
69,901.0,464.44,454.162,0.25647756356008267,58.89,347541
70,768.0,747.59,159.394,0.35796867145787764,21.67,347541
71,897.0,479.63,492.692,0.271045410062652,60.33,347541
72,833.0,643.25,281.234,0.28211163416274376,44.32,347541
73,854.0,561.25,461.743,0.10631917360598714,62.18,347541
74,815.0,622.54,563.499,0.0926350330746393,75.26,347541
75,820.0,638.82,344.084,0.19398440958232985,46.42,347541
76,720.0,776.71,237.479,0.06756100075100502,36.22,347541
77,850.0,619.37,285.242,0.3123488806393322,39.48,347541
78,898.0,470.1,459.996,0.21662423599014644,67.3,347541
79,943.0,310.2,747.614,0.13088872215466613,104.6,347541
80,891.0,483.72,425.118,0.25452031526726254,69.06,347541
81,855.0,591.24,248.559,0.3069316081330869,31.97,347541
82,892.0,481.13,419.051,0.25410340178386226,67.08,347541
83,864.0,575.05,329.714,0.2465173097995084,38.21,347541
84,760.0,716.19,373.776,0.11794382245574375,51.54,347541
85,782.0,721.62,315.42,0.1619873576205454,45.14,347541
86,846.0,552.61,532.705,0.12280274813384089,75.43,347541
87,860.0,575.44,322.56,0.26517804806565065,44.69,347541
88,786.0,724.64,159.532,0.32747458824808395,22.64,347541
89,787.0,742.88,165.569,0.3894361098055157,20.5,347541
90,914.0,442.96,474.196,0.2716877445993212,61.46,347541
91,725.0,782.63,183.003,0.24299483695285853,25.82,347541
92,834.0,641.62,275.161,0.3219597997504397,37.77,347541
93,787.0,734.32,167.009,0.3523242841204909,21.81,347541
94,905.0,462.39,489.089,0.26977211898365167,67.44,347541
95,878.0,528.32,412.813,0.2967890026564878,65.08,347541
96,927.0,391.84,748.264,0.2976919330625442,94.29,347541
97,910.0,444.04,486.594,0.22254380105841853,60.12,347541
98,821.0,608.41,548.143,0.10750616363146663,71.46,347541
99,942.0,323.54,741.546,0.22475596501742018,108.45,347541
100,844.0,606.52,207.343,0.2357347152606689,39.47,347541
101,887.0,507.21,424.366,0.2923769449065466,59.49,347541
102,788.0,735.47,161.789,0.37028411612053086,19.79,347541
103,784.0,733.17,164.065,0.36954274976511114,21.82,347541
104,751.0,774.18,151.51,0.34694586711695996,23.52,347541
105,633.0,864.71,213.045,0.19135865509250166,25.72,347541
106,770.0,744.52,148.792,0.3038288536894972,22.48,347541
107,920.0,416.37,430.003,0.18486014960564676,76.57,347541
108,780.0,740.82,164.775,0.3669049731252935,20.32,347541
109,850.0,608.91,280.004,0.2900548572806462,44.04,347541
110,786.0,709.32,266.111,0.1806323620582765,33.04,347541
111,923.0,389.06,406.701,0.15896130423847016,78.58,347541
112,799.0,680.76,353.98,0.12791431605745404,47.45,347541
113,905.0,450.8,462.399,0.21143808420878482,60.5,347541
114,908.0,473.41,501.488,0.2839880575941641,64.67,347541
115,926.0,380.68,409.821,0.14105428628115319,75.96,347541
116,920.0,415.07,484.42,0.20161454894664185,61.22,347541
117,772.0,738.33,144.988,0.28874168427920965,22.61,347541
118,949.0,291.76,643.845,0.21329071109958245,111.16,347541
119,595.0,923.33,208.79,0.13277889303125895,26.59,347541
120,851.0,612.6,318.244,0.29523742634719025,39.83,347541
121,901.0,469.08,490.797,0.2653100068845422,68.37,347541
122,845.0,649.88,308.327,0.3630133055983933,36.25,347541
123,847.0,630.14,215.932,0.24283285649127173,38.52,347541
124,852.0,618.5,306.033,0.33969586578964656,43.21,347541
125,914.0,436.03,480.73,0.258489278823935,76.21,347541
126,855.0,576.97,304.161,0.21986756953349382,45.96,347541
127,780.0,751.05,163.053,0.3952041933969645,22.96,347541
128,921.0,409.8,399.675,0.2607635388900089,59.84,347541
129,845.0,630.01,261.334,0.33853057816739723,34.17,347541
130,757.0,764.53,137.221,0.34930682672796676,20.06,347541
131,836.0,627.69,268.295,0.28503895468411916,42.76,347541
132,833.0,648.7,260.429,0.34644439263231525,38.47,347541
133,838.0,640.33,302.559,0.3309926047047456,40.13,347541
134,939.0,334.18,781.36,0.19521754161201438,115.25,347541
135,850.0,625.0,311.181,0.3477486489014903,38.75,347541
136,893.0,485.12,472.361,0.2986723319220657,67.96,347541
137,844.0,616.46,246.287,0.31940480288066936,33.11,347541
138,874.0,551.17,427.463,0.3356327682179803,65.02,347541
139,945.0,314.24,796.086,0.1507877183155965,109.1,347541
140,932.0,366.53,703.356,0.28443744062250237,104.12,347541
141,940.0,332.24,790.564,0.20656626325114866,106.54,347541
142,935.0,342.92,765.973,0.11196688306352207,116.15,347541
143,889.0,493.85,432.536,0.29708563803237276,54.93,347541
144,922.0,401.32,391.67,0.24952532244033435,70.76,347541
145,935.0,361.49,738.963,0.2561764809599855,105.62,347541
146,826.0,652.58,274.715,0.2697235447504638,36.42,347541
147,848.0,620.39,320.686,0.30990845449649973,40.99,347541
148,760.0,780.47,166.058,0.3969538740606375,22.79,347541
149,873.0,549.16,451.754,0.3403387146706997,62.94,347541
150,926.0,375.51,807.112,0.12601341528730647,112.18,347541
151,845.0,633.98,305.882,0.35667621115190157,38.03,347541
152,866.0,569.81,450.47,0.34718835268176285,57.76,347541
153,853.0,626.15,259.42,0.3406213009969224,29.88,347541
154,905.0,468.16,524.08,0.18081027565390861,71.28,347541
155,923.0,407.87,483.014,0.20966457873312003,72.04,347541
156,911.0,414.69,417.724,0.13186647368583132,70.44,347541
157,817.0,651.72,211.161,0.1816165000866601,37.66,347541
158,948.0,288.23,650.184,0.17760560368963865,110.47,347541
159,951.0,258.39,612.972,0.17562829749815626,118.8,347541
160,897.0,473.1,495.201,0.26952470649858223,58.21,347541
161,878.0,528.42,429.488,0.3137260602351261,63.56,347541
162,929.0,343.23,745.507,0.07714594639989082,111.75,347541
163,847.0,608.13,245.961,0.2862715906427912,36.68,347541
164,664.0,856.4,170.315,0.17610265759764393,25.73,347541
165,711.0,800.37,167.305,0.2350307395287062,22.74,347541
166,833.0,649.69,299.352,0.3591378080438891,40.32,347541
167,758.0,731.35,228.65,0.08206675356248444,39.42,347541
168,693.0,830.7,196.889,0.23349894872172594,25.85,347541
169,918.0,432.5,503.414,0.21637008048438308,68.19,347541
170,886.0,508.53,480.139,0.3025456714486468,68.32,347541
171,947.0,292.68,666.341,0.15640286740548853,115.62,347541
172,769.0,753.25,142.546,0.32429992630803245,20.44,347541
173,922.0,411.13,420.383,0.23296544748702236,61.55,347541
174,613.0,895.07,207.94,0.1323597970656794,29.3,347541
175,891.0,489.0,497.677,0.10486105293620392,64.13,347541
176,887.0,502.48,415.934,0.26483674940776597,56.39,347541
177,837.0,636.44,221.409,0.20798817393244637,36.29,347541
178,889.0,473.95,472.647,0.15405126870527,72.53,347541
179,768.0,721.09,267.949,0.14217848056247093,40.82,347541
180,843.0,604.52,336.374,0.23014294271199226,43.13,347541
181,937.0,347.47,720.834,0.2693443698581739,100.76,347541
182,771.0,746.08,146.802,0.3286640618505279,22.43,347541
183,919.0,418.04,479.217,0.20279272277265079,60.79,347541
184,910.0,436.39,490.605,0.22245966694344968,64.98,347541
185,850.0,612.87,310.306,0.32264779043246555,39.2,347541
186,883.0,535.95,466.767,0.3456343588618826,58.9,347541
187,847.0,599.64,251.183,0.2689089873623691,36.46,347541
188,945.0,299.42,751.557,0.13561499181235237,106.86,347541
189,869.0,512.12,480.735,0.17074873890023762,61.02,347541
190,902.0,444.41,441.022,0.14437020695451203,71.85,347541
191,908.0,471.87,505.261,0.2702988606166503,70.82,347541
192,922.0,410.45,418.86,0.23248932504307437,69.64,347541
193,753.0,760.95,172.108,0.31842764806753726,23.65,347541
194,858.0,606.79,218.292,0.2631577492050325,35.63,347541
195,790.0,692.13,261.527,0.16047698233346125,32.35,347541
196,777.0,746.92,146.093,0.3680434139387256,21.77,347541
197,853.0,621.63,215.739,0.27430816913880895,38.79,347541
198,922.0,408.45,423.726,0.2010710166419509,65.09,347541
199,822.0,674.07,259.361,0.3444326375711575,42.91,347541
200,925.0,375.99,409.664,0.15032959814233446,62.07,347541
201,886.0,500.22,444.316,0.27188856673876693,58.27,347541
202,741.0,764.41,148.886,0.26401511356642954,24.08,347541
203,831.0,614.85,325.572,0.1734526620458527,47.56,347541
204,843.0,622.6,253.105,0.2592241545097393,34.67,347541
205,944.0,321.32,737.56,0.22215324574219086,109.79,347541
206,893.0,485.81,468.175,0.28990620424128855,67.75,347541
207,849.0,619.54,292.776,0.31980126738910347,42.7,347541
208,943.0,321.1,751.929,0.19465091310506127,103.34,347541
209,907.0,450.56,495.854,0.2114165361004803,61.92,347541
210,902.0,480.64,480.761,0.3128444658859992,71.75,347541
211,842.0,579.09,515.445,0.08349168737450283,63.65,347541
212,598.0,905.63,225.22,0.1823811043728056,27.7,347541
213,918.0,399.91,402.362,0.1469194751498415,69.62,347541
214,848.0,626.53,217.999,0.2819403375097993,37.35,347541
215,752.0,771.7,173.095,0.25634644628099174,24.45,347541
216,918.0,421.09,484.349,0.20705697269356108,74.57,347541
217,762.0,766.7,172.45,0.3265929635169409,22.99,347541
218,867.0,550.75,401.245,0.3290219746208604,56.76,347541
219,881.0,486.19,520.136,0.13974721711654037,62.04,347541
220,734.0,744.27,323.517,0.09754200276650969,50.67,347541
221,780.0,720.98,167.849,0.30394547018728074,21.84,347541
222,920.0,411.08,419.331,0.19965756510768676,72.83,347541
223,951.0,267.94,605.045,0.23459964572690167,94.86,347541
224,786.0,672.46,353.752,0.12581750326553462,49.12,347541
225,804.0,626.68,550.284,0.09276481747868326,67.32,347541
226,820.0,654.2,275.326,0.2704065610360623,31.29,347541
227,955.0,247.54,628.189,0.13021340846473548,98.19,347541
228,909.0,440.88,498.826,0.22246154631023138,61.18,347541
229,924.0,411.24,481.462,0.20987331231784928,76.92,347541
230,898.0,479.22,482.959,0.2670161855701527,62.02,347541
231,950.0,284.66,649.713,0.17679710685334546,110.23,347541
232,906.0,472.49,500.108,0.3019335800812392,63.71,347541
233,611.0,905.24,226.673,0.1742344655849967,28.77,347541
234,820.0,668.83,263.831,0.32343143336319985,43.33,347541
235,849.0,620.74,215.978,0.28322998522283144,33.78,347541
236,743.0,761.71,153.291,0.26606230054505914,21.09,347541
237,907.0,455.49,458.0,0.2943372305958586,72.45,347541
238,881.0,518.38,537.325,0.13651916616609935,71.19,347541
239,851.0,596.65,327.088,0.250861741648737,39.69,347541
240,934.0,360.34,765.977,0.2644206161842601,109.66,347541
241,841.0,638.78,263.467,0.3560354531927282,36.07,347541
242,927.0,367.21,803.363,0.08237106814527766,94.26,347541
243,942.0,333.83,779.677,0.1990162060251113,117.31,347541
244,804.0,675.19,266.154,0.21809070269671632,33.44,347541
245,665.0,822.09,366.312,0.09645744884299101,46.54,347541
246,705.0,797.16,300.876,0.1617762954395686,43.73,347541
247,873.0,556.48,449.254,0.33623464709400097,63.84,347541
248,921.0,399.73,401.47,0.19080680444859185,74.69,347541
249,837.0,640.33,300.263,0.36387041438612555,41.75,347541
250,939.0,341.84,720.474,0.24496432331266815,93.71,347541
251,937.0,328.25,747.453,0.10526269566565068,103.28,347541
252,808.0,657.68,317.414,0.17035901455422872,45.6,347541
253,936.0,354.27,710.879,0.26374860895005314,91.96,347541
254,944.0,317.99,746.28,0.18778330344040436,113.32,347541
255,942.0,323.43,630.13,0.24507654085142486,117.06,347541
256,853.0,617.53,214.255,0.29247897699631664,31.34,347541
257,839.0,621.31,249.418,0.30240797046367685,33.75,347541
258,913.0,450.73,509.717,0.26923043262638935,61.85,347541
259,948.0,277.64,597.26,0.23990071409870065,104.81,347541
260,804.0,673.12,343.852,0.12175223655641196,42.3,347541
261,862.0,557.83,539.061,0.1030738000927538,67.88,347541
262,886.0,492.93,505.077,0.2295859275031737,61.25,347541
263,897.0,475.39,487.036,0.11174410495743001,67.91,347541
264,708.0,789.95,391.422,0.11453939235005432,46.0,347541
265,850.0,615.11,214.613,0.2932534143471002,35.41,347541
266,761.0,767.69,149.298,0.37051204778934116,20.48,347541
267,777.0,743.13,153.036,0.32641584758128905,20.18,347541
268,894.0,495.03,472.727,0.31045180116723686,59.4,347541
269,777.0,743.72,165.362,0.3977069836249554,22.55,347541
270,776.0,747.59,166.719,0.3515397640086777,21.41,347541
271,935.0,344.63,602.397,0.2887097841075036,88.93,347541
272,845.0,603.58,287.863,0.29481942418197515,41.56,347541
273,784.0,737.97,161.105,0.36391763519609405,21.27,347541
274,839.0,636.39,223.395,0.21597240647386576,35.4,347541
275,836.0,653.86,299.219,0.36233499879999126,44.17,347541
276,905.0,453.82,503.505,0.25276235897641425,61.71,347541
277,938.0,346.52,713.406,0.2559398114022825,90.22,347541
278,951.0,281.91,660.402,0.1383478032638399,105.97,347541
279,704.0,805.29,298.23,0.12131101735170026,36.9,347541
280,841.0,630.15,219.905,0.22749749694070528,36.42,347541
281,600.0,905.08,229.332,0.18314845710064823,30.42,347541
282,849.0,637.97,263.997,0.35112192344522375,33.65,347541
283,777.0,671.19,508.477,0.0780799830835514,64.75,347541
284,802.0,663.01,298.323,0.16717260061919506,43.02,347541
285,860.0,588.16,288.034,0.2987199390944782,39.49,347541
286,948.0,280.0,599.74,0.23991667564558417,112.71,347541
287,913.0,443.71,473.439,0.2705449179008251,71.57,347541
288,708.0,804.13,184.348,0.2525761604296467,24.95,347541
289,895.0,502.21,488.482,0.3268290540738355,71.5,347541
290,943.0,319.48,624.514,0.2463579604578564,114.04,347541
291,889.0,506.07,464.465,0.30475667893298164,61.35,347541
292,890.0,460.92,507.785,0.1559593353287233,71.08,347541
293,685.0,838.14,176.786,0.23174264494686309,25.11,347541
294,914.0,412.41,392.717,0.23108535702031946,73.15,347541
295,853.0,613.79,265.033,0.30985744223952805,33.66,347541
296,784.0,735.84,165.792,0.35430957787249867,22.44,347541
297,759.0,760.69,175.197,0.29589798254964667,25.03,347541
298,852.0,590.12,204.008,0.25533286933795435,33.87,347541
299,913.0,426.83,506.811,0.17407380656344962,69.08,347541
300,908.0,469.22,503.54,0.2704802270137674,72.67,347541
301,766.0,767.56,164.659,0.3788502652624911,20.96,347541
302,940.0,335.53,788.385,0.20765569615190405,110.78,347541
303,850.0,619.0,261.304,0.34871913818875316,31.87,347541
304,890.0,495.4,480.847,0.27996579734929455,60.24,347541
305,763.0,759.15,161.855,0.36971492527487,23.61,347541
306,900.0,443.57,510.46,0.15913996244557704,72.54,347541
307,927.0,387.86,747.663,0.3032167471308283,102.93,347541
308,872.0,513.54,448.975,0.14766629607098655,60.8,347541
309,782.0,731.16,171.319,0.3616779754498929,23.42,347541
310,853.0,624.01,260.49,0.3339193515076415,33.11,347541
311,915.0,416.37,382.975,0.27681287945971755,68.66,347541
312,918.0,423.85,479.0,0.20831978709087198,73.94,347541
313,851.0,596.76,206.362,0.25178859259678193,38.03,347541
314,783.0,702.52,266.751,0.14941406796252274,40.3,347541
315,940.0,332.23,726.011,0.25160236434186456,91.94,347541
316,748.0,787.44,150.192,0.36719048601086135,21.44,347541
317,774.0,728.77,163.929,0.30832222252455715,22.43,347541
318,866.0,545.28,535.2,0.11550698492687071,72.4,347541
319,910.0,446.4,503.921,0.22993653967800518,63.13,347541
320,848.0,595.64,331.09,0.2550891062871276,42.15,347541
321,845.0,617.86,244.342,0.3190940280758348,35.62,347541
322,907.0,470.54,480.402,0.29857123860463053,64.57,347541
323,826.0,673.54,299.495,0.38011159652234094,38.87,347541
324,912.0,420.9,503.919,0.1735570864921812,70.83,347541
325,795.0,727.39,160.184,0.34547152194211017,22.02,347541
326,941.0,328.0,730.608,0.2253219922197811,114.54,347541
327,801.0,688.34,280.321,0.2647677063452639,30.84,347541
328,936.0,334.44,743.634,0.11374528151279979,112.42,347541
329,895.0,481.75,411.662,0.25589265483874324,60.36,347541
330,786.0,713.43,303.32,0.12660416235800567,39.45,347541
331,885.0,520.86,464.265,0.339191395855173,66.8,347541
332,766.0,770.47,165.01,0.37747043442481515,20.63,347541
333,896.0,508.68,483.137,0.34731480949370724,58.77,347541
334,927.0,379.94,412.576,0.16865405212424134,70.75,347541
335,834.0,661.04,263.032,0.3360440960164981,39.86,347541
336,915.0,434.14,469.884,0.23785665313010917,63.27,347541
337,926.0,393.05,741.344,0.3108378224412085,89.8,347541
338,769.0,729.03,166.875,0.28339992932670094,24.04,347541
339,911.0,445.53,476.133,0.25485017323372083,72.6,347541
340,761.0,769.11,161.689,0.3751583607825356,19.85,347541
341,846.0,625.13,302.993,0.3359373499316612,38.52,347541
342,764.0,754.19,140.96,0.3166716103789709,23.2,347541
343,849.0,608.4,246.77,0.2872331058771737,38.25,347541
344,914.0,444.3,497.742,0.2527710950068632,61.77,347541
345,902.0,460.7,504.074,0.22682093641670997,64.33,347541
346,791.0,731.49,166.645,0.35424316343561435,20.93,347541
347,738.0,754.35,283.346,0.12128802181665618,37.5,347541
348,784.0,736.28,158.201,0.3813413214383822,21.25,347541
349,808.0,670.33,262.44,0.21748368700992488,31.7,347541
350,919.0,403.72,394.9,0.22813423659428866,70.98,347541
351,847.0,621.21,250.382,0.31858789820108396,31.03,347541
352,857.0,580.95,310.092,0.29839152147212195,43.81,347541
353,740.0,759.69,282.929,0.15669061794292755,36.68,347541
354,911.0,443.21,510.656,0.17638883722314394,67.23,347541
355,873.0,533.65,424.862,0.2694004256110411,60.63,347541
356,837.0,624.72,251.552,0.22490266963292546,36.78,347541
357,899.0,464.71,477.905,0.22320458922268252,60.19,347541
358,790.0,696.25,282.007,0.23063920994085407,39.43,347541
359,911.0,427.54,506.092,0.1743206430782065,63.62,347541
360,844.0,635.23,309.312,0.33223981320861057,44.06,347541
361,860.0,596.19,256.02,0.3173279257800352,33.59,347541
362,799.0,695.09,281.675,0.2493367292794227,35.74,347541
363,923.0,413.29,415.417,0.23540095520692414,68.05,347541
364,935.0,358.87,769.017,0.2628305449258388,109.96,347541
365,921.0,413.21,474.549,0.21188449712579654,62.09,347541
366,817.0,644.28,300.613,0.16885860463687066,40.72,347541
367,869.0,563.05,458.156,0.33975955893613763,60.95,347541
368,653.0,864.87,169.613,0.16194176944303654,27.27,347541
369,955.0,248.06,624.357,0.12753184787862723,96.41,347541
370,869.0,519.12,472.285,0.1557927658417188,68.25,347541
371,775.0,714.63,277.83,0.20008847921398765,38.69,347541
372,860.0,588.17,201.206,0.2853373592572735,36.52,347541
373,853.0,538.2,525.354,0.10295627127520293,69.98,347541
374,779.0,747.95,150.27,0.36275456813974083,20.29,347541
375,897.0,482.17,474.958,0.29998777518566433,58.34,347541
376,880.0,525.38,412.491,0.2954659081557074,57.46,347541
377,945.0,301.69,746.761,0.14455892152339947,115.97,347541
378,888.0,491.69,420.574,0.2545732053172729,68.83,347541
379,936.0,356.81,761.786,0.26665970751687595,101.32,347541
380,822.0,627.35,335.335,0.19306497779981519,40.11,347541
381,783.0,706.16,305.74,0.10906854454319014,39.77,347541
